0  0  0
1           0       2e-05
2           0     0.35922
3           0     0.71843
4           0     0.71843
5  0  1
5  1  0
6  1  1
6  2  0
7           2     0.58638
8  2  1
8  3  0
9           3         0.5
10   3   1
10  19   0
11           19      0.04631
12           19       0.0945
13           19      0.14268
14           19      0.19087
15           19      0.23898
16           19      0.28697
17           19        0.335
18           19      0.38316
19           19      0.43127
20           19      0.47939
21           19      0.52757
22           19      0.57533
23           19      0.62295
24           19      0.67039
25           19       0.7184
26           19      0.76576
27           19      0.81303
28           19      0.86085
29           19      0.90814
30           19      0.95588
31  19   1
31  78   0
32           78       0.1042
33           78      0.20041
34           78      0.30102
35           78       0.4004
36           78      0.49883
37           78      0.59754
38           78      0.69781
39           78      0.79873
40           78      0.89954
41  78   1
41  79   0
42           79       0.1239
43           79      0.24897
44           79      0.37395
45           79       0.4992
46           79      0.62433
47           79      0.74958
48           79      0.87478
49  79   1
49  80   0
50           80       0.1248
51           80         0.25
52           80      0.37501
53           80       0.5003
54           80      0.62526
55           80      0.75053
56           80       0.8757
57  80   1
57  81   0
58           81       0.3386
59           81      0.67557
60  81   1
60  22   0
61           22      0.08512
62           22      0.16697
63           22      0.25026
64           22      0.33352
65           22       0.4169
66           22      0.50025
67           22      0.58329
68           22      0.66672
69           22      0.75001
70           22      0.83344
71           22      0.91682
72  22   1
72  23   0
73           23      0.08433
74           23      0.16836
75           23      0.25159
76           23      0.33401
77           23      0.41777
78           23      0.50191
79           23      0.58564
80           23      0.66957
81           23      0.75373
82           23      0.83774
83           23      0.92081
84  23   1
84  24   0
85           24      0.07549
86           24      0.14704
87           24      0.21863
88           24      0.29016
89           24      0.36162
90           24      0.43323
91           24      0.50475
92           24      0.57628
93           24      0.64767
94           24      0.71832
95           24      0.78983
96           24      0.85818
97           24      0.92842
98  24   1
98  25   0
99           25      0.04736
100            25       0.09424
101            25        0.1419
102            25       0.18853
103            25       0.23611
104            25       0.28388
105            25       0.33152
106            25       0.37893
107            25        0.4266
108            25       0.47411
109            25       0.52182
110            25       0.56965
111            25       0.61748
112            25       0.66531
113            25       0.71314
114            25        0.7609
115            25       0.80872
116            25       0.85653
117            25       0.90435
118            25       0.95217
119   25    1
119   82    0
120            82       0.33353
121            82       0.66652
122   82    1
122   26    0
123   26    1
123   83    0
124            83       0.09114
125            83       0.18226
126            83       0.27304
127            83       0.36235
128            83       0.45346
129            83       0.54458
130            83       0.63552
131            83       0.72665
132            83       0.81779
133            83       0.90892
134   83    1
134   84    0
135            84        0.0352
136            84       0.07205
137            84        0.1089
138            84        0.1683
139            84        0.1983
140            84       0.24158
141            84       0.27631
142            84       0.31839
143            84        0.3534
144            84       0.38386
145            84       0.41697
146            84       0.44859
147            84       0.48335
148            84       0.52158
149            84       0.55932
150            84       0.59052
151            84       0.62804
152            84       0.68434
153            84       0.74424
154            84       0.78984
155            84       0.83189
156            84       0.87024
157            84       0.91691
158            84       0.95847
159            84       0.98191
160   84    1
160   85    0
161            85       0.00554
162            85       0.01406
163            85       0.02267
164            85        0.0356
165            85       0.05229
166            85       0.07135
167            85       0.08914
168            85        0.1162
169            85       0.14526
170            85       0.17395
171            85       0.19947
172            85       0.22016
173            85       0.24078
174            85       0.26208
175            85       0.27698
176            85       0.27714
177            85       0.29884
178            85       0.32865
179            85       0.35772
180            85         0.387
181            85       0.41492
182            85       0.44217
183            85       0.46491
184            85       0.48421
185            85       0.50058
186            85       0.51508
187            85       0.53077
188            85       0.55041
189            85       0.56738
190            85       0.58514
191            85       0.60501
192            85       0.62412
193            85       0.64409
194            85       0.65761
195            85       0.67246
196            85       0.68759
197            85       0.70108
198            85       0.72169
199            85       0.74363
200            85       0.76218
201            85       0.77575
202            85       0.79138
203            85       0.80902
204            85        0.8311
205            85       0.85924
206            85       0.88475
207            85       0.90794
208            85       0.93712
209            85       0.96006
210            85       0.98063
211   85    1
160   86    0
212            86       0.04337
213            86       0.07717
214            86        0.1054
215            86        0.1386
216            86       0.17427
