0  0  0
1  0  1
1  23   0
2  23   1
2  24   0
3           24      0.11562
4           24      0.20903
5           24      0.32354
6           24      0.43314
7           24      0.54155
8           24      0.65668
9           24      0.77085
10           24      0.88598
11  24   1
11  64   0
12           64      0.48226
13  64   1
13  65   0
14           65      0.14813
15           65      0.31881
16           65      0.49014
17           65      0.66157
18           65      0.83064
19  65   1
19  66   0
20           66      0.58085
21  66   1
21  67   0
22           67      0.17387
23           67      0.31685
24           67       0.4594
25           67      0.60258
26           67      0.74582
27           67      0.88619
28  67   1
28  68   0
29           68      0.23983
30           68      0.43468
31           68      0.62472
32           68      0.81975
33  68   1
33  69   0
34           69      0.20198
35           69      0.40372
36           69      0.59309
37           69       0.7962
38  69   1
38  70   0
39           70      0.58406
40  70   1
40  71   0
41           71      0.27268
42           71       0.5041
43           71      0.75181
44  71   1
44  72   0
45  72   1
45  73   0
46           73      0.24652
47           73      0.51131
48           73      0.77645
49  73   1
49  74   0
50           74      0.11472
51           74      0.22977
52           74      0.34655
53           74      0.46083
54           74      0.57759
55           74      0.69285
56           74      0.80918
57           74      0.92496
58  74   1
58  75   0
59           75      0.39132
60           75      0.68826
61  75   1
61  76   0
62           76       0.2538
63           76      0.51514
64           76      0.77635
65  76   1
65  77   0
66           77      0.16788
67           77      0.33636
68           77      0.50549
69           77      0.67476
70           77      0.84402
71  77   1
71  78   0
72           78      0.20144
73           78      0.40742
74           78      0.60465
75           78      0.80107
76  78   1
76  79   0
77           79      0.29803
78           79      0.64863
79  79   1
79  80   0
80           80      0.31897
81           80      0.69591
82  80   1
82  81   0
83           81      0.09681
84           81      0.19096
85           81      0.28462
86           81      0.37738
87           81      0.47131
88           81      0.56308
89           81      0.65402
90           81      0.74545
91           81      0.83446
92           81      0.92432
93  81   1
93  82   0
94           82      0.34465
95           82      0.68385
96  82   1
96  83   0
97  83   1
97  25   0
98           25      0.10199
99           25      0.20399
100            25       0.30552
101            25       0.40838
102            25       0.50972
103            25       0.60929
104            25       0.70642
105            25       0.80743
106            25       0.90787
107   25    1
107   26    0
108            26       0.21475
109            26       0.42253
110            26       0.62594
111            26       0.83157
112   26    1
112   27    0
113            27       0.10676
114            27       0.19814
115            27       0.28797
116            27         0.379
117            27       0.46289
118            27       0.55295
119            27       0.64208
120            27       0.73032
121            27       0.81932
122            27       0.90886
123   27    1
123   84    0
124            84       0.03395
125            84       0.06892
126            84       0.10405
127            84        0.1396
128            84       0.17516
129            84       0.21021
130            84       0.24551
131            84       0.28089
132            84       0.31579
133            84       0.35095
134            84       0.38536
135            84       0.41919
136            84       0.45218
137            84       0.48768
138            84       0.52177
139            84       0.55321
140            84        0.5889
141            84       0.62391
142            84       0.65933
143            84       0.69453
144            84       0.72592
145            84        0.7584
146            84        0.7933
147            84       0.82881
148            84       0.86449
149            84         0.898
150            84       0.93163
151            84       0.96501
152   84    1
112   28    0
153            28       0.07037
154            28        0.1314
155            28       0.19479
156            28        0.2565
157            28       0.31972
158            28       0.38235
159            28        0.4446
160            28       0.50633
161            28       0.56859
162            28        0.6319
163            28       0.69414
164            28       0.75561
165            28       0.81785
166            28       0.88076
167            28       0.93872
168   28    1
168   85    0
169            85       0.05219
170            85       0.10558
171            85       0.15909
172            85       0.21145
173            85       0.26488
174            85       0.31776
175            85       0.37206
176            85       0.42632
177            85       0.48094
178            85       0.52601
179            85       0.57914
180            85       0.63343
181            85       0.68693
182            85       0.73929
183            85       0.79296
184            85       0.84286
185            85       0.89626
186            85       0.94873
187   85    1
107   29    0
188            29       0.07257
189            29       0.14242
190            29       0.21515
191            29       0.28511
192            29       0.35564
193            29       0.42666
194            29       0.49701
195            29       0.56874
196            29       0.64104
