0  0  0
1  0  1
1  1  0
2           1     0.06681
3           1     0.12542
4           1     0.21655
5           1      0.3258
6           1     0.44713
7           1     0.55337
8           1     0.66142
9           1     0.75535
10            1      0.85716
11   1   1
11  102    0
12           102       0.09159
13           102       0.17667
14           102       0.26306
15           102       0.36051
16           102       0.45317
17           102       0.53174
18           102       0.59144
19           102        0.6623
20           102       0.72262
21           102       0.78893
22           102       0.85476
23           102       0.91938
24  102    1
24  103    0
25  103    1
25  162    0
26           162       0.01715
27           162       0.06075
28           162       0.10188
29           162       0.15052
30           162       0.20246
31           162        0.2459
32           162       0.31689
33           162       0.39277
34           162       0.46882
35           162       0.54557
36           162        0.6208
37           162       0.69147
38           162       0.77603
39           162       0.86796
40           162       0.94253
41  162    1
41  163    0
42           163       0.10661
43           163        0.1959
44           163       0.23174
45           163       0.27031
46           163       0.32448
47           163       0.39075
48           163       0.44799
49           163        0.5318
50           163       0.62361
51           163       0.70001
52           163        0.7972
53           163       0.90343
54  163    1
54  104    0
55           104       0.55281
56  104    1
56  105    0
57  105    1
57  164    0
58           164        0.2301
59           164       0.50014
60           164       0.71697
61           164       0.85923
62  164    1
62  165    0
63           165       0.04932
64           165       0.09687
65           165       0.13448
66           165       0.17198
67           165       0.21609
68           165       0.25452
69           165       0.28492
70           165       0.31525
71           165       0.34398
72           165       0.37821
73           165       0.41073
74           165       0.44067
75           165       0.48292
76           165       0.53043
77           165       0.58186
78           165       0.63225
79           165       0.68009
80           165       0.72196
81           165       0.75524
82           165       0.78845
83           165       0.82403
84           165       0.85371
85           165       0.89524
86           165       0.92787
87           165       0.96577
88  165    1
88  106    0
89           106       0.87345
90  106    1
90  107    0
91  107    1
91  166    0
92  166    1
92  167    0
93           167       0.11065
94           167       0.25375
95           167       0.39063
96           167       0.50254
97           167       0.57918
98           167       0.67309
99           167       0.75884
100           167       0.84019
101           167       0.93102
102  167    1
102  168    0
103           168       0.54206
104  168    1
104  169    0
105           169       0.56419
106  169    1
106  170    0
107           170        0.0987
108           170       0.18679
109           170       0.24284
110           170       0.32959
111           170       0.42893
112           170       0.53217
113           170       0.65895
114           170        0.7674
115           170       0.89617
116  170    1
116  110    0
117           110       0.10893
118           110       0.18791
119           110       0.25899
120           110       0.32905
121           110       0.41287
122           110       0.49017
123           110        0.5649
124           110       0.66322
125           110       0.77558
126           110       0.89899
127  110    1
127  171    0
128           171       0.52348
129  171    1
129  172    0
130           172       0.16219
131           172       0.25586
132           172       0.39459
133           172       0.64055
134           172       0.82897
135  172    1
135  173    0
136           173       0.06409
137           173       0.11475
138           173       0.16203
139           173       0.20636
140           173       0.24057
141           173       0.26323
142           173       0.29982
143           173       0.34093
144           173       0.37826
145           173       0.42074
146           173       0.47121
147           173       0.52377
148           173       0.57183
149           173       0.62499
150           173       0.68637
151           173       0.74102
152           173       0.78939
153           173       0.82706
154           173       0.86618
155           173       0.90072
156           173       0.92492
157           173        0.9642
158  173    1
135  174    0
159           174       0.04203
160           174       0.06825
161           174       0.08743
162           174       0.12159
163           174       0.14987
164           174       0.18562
165           174       0.23865
166           174       0.29364
167           174       0.34185
168           174       0.38975
169           174       0.42818
170           174        0.4696
171           174       0.49377
172           174       0.54731
173           174       0.60208
174           174       0.64544
175           174       0.70703
176           174       0.76756
177           174       0.82254
178           174       0.86893
179           174       0.91232
180           174       0.95082
181  174    1
129  175    0
182           175       0.06047
183           175        0.1109
184           175       0.15415
185           175       0.20392
186           175        0.2493
187           175       0.29472
188           175       0.34373
189           175         0.367
190           175        0.4321
191           175       0.50043
192           175       0.56538
193           175       0.61874
194           175        0.6781
195           175       0.73868
196           175       0.80875
197           175       0.85657
198           175       0.90004
199           175       0.95564
